0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;1.9;0
0;Player2;pos;-1.9;0
0.02;Player1;pos;1.9;0
0.02;Player2;pos;-1.9;0
0.02668512;Player1;pos;1.9;0
0.02668512;Player2;pos;-1.9;0
0.02878609;Player1;pos;1.9;0
0.02878609;Player2;pos;-1.9;0
0.03062594;Player1;pos;1.9;0
0.03062594;Player2;pos;-1.9;0
0.03258023;Player1;pos;1.9;0
0.03258023;Player2;pos;-1.9;0
0.03458264;Player1;pos;1.9;0
0.03458264;Player2;pos;-1.9;0
0.03680777;Player1;pos;1.9;0
0.03680777;Player2;pos;-1.9;0
0.03865914;Player1;pos;1.9;0
0.03865914;Player2;pos;-1.9;0
0.04048031;Player1;pos;1.9;0
0.04048031;Player2;pos;-1.9;0
0.04848381;Player1;pos;1.9;0
0.04848381;Player2;pos;-1.9;0
0.05039381;Player1;pos;1.9;0
0.05039381;Player2;pos;-1.9;0
0.0521968;Player1;pos;1.9;0
0.0521968;Player2;pos;-1.9;0
0.05441374;Player1;pos;1.9;0
0.05441374;Player2;pos;-1.9;0
0.05715342;Player1;pos;1.9;0
0.05715342;Player2;pos;-1.9;0
0.05994149;Player1;pos;1.9;0
0.05994149;Player2;pos;-1.9;0
0.06237654;Player1;pos;1.9;0
0.06237654;Player2;pos;-1.9;0
0.06938421;Player1;pos;1.9;0
0.06938421;Player2;pos;-1.9;0
0.07189324;Player1;pos;1.9;0
0.07189324;Player2;pos;-1.9;0
0.07367089;Player1;pos;1.9;0
0.07367089;Player2;pos;-1.9;0
0.07635118;Player1;pos;1.9;0
0.07635118;Player2;pos;-1.9;0
0.07887122;Player1;pos;1.9;0
0.07887122;Player2;pos;-1.9;0
0.08127452;Player1;pos;1.9;0
0.08127452;Player2;pos;-1.9;0
0.08661079;Player1;pos;1.9;0
0.08661079;Player2;pos;-1.9;0
0.08824328;Player1;pos;1.9;0
0.08824328;Player2;pos;-1.9;0
0.0899554;Player1;pos;1.9;0
0.0899554;Player2;pos;-1.9;0
0.09185772;Player1;pos;1.9;0
0.09185772;Player2;pos;-1.9;0
0.09460022;Player1;pos;1.9;0
0.09460022;Player2;pos;-1.9;0
0.09743027;Player1;pos;1.9;0
0.09743027;Player2;pos;-1.9;0
0.1008578;Player1;pos;1.9;0
0.1008578;Player2;pos;-1.9;0
0.1064693;Player1;pos;1.9;0
0.1064693;Player2;pos;-1.9;0
0.1088616;Player1;pos;1.9;0
0.1088616;Player2;pos;-1.9;0
0.1120101;Player1;pos;1.9;0
0.1120101;Player2;pos;-1.9;0
0.1150388;Player1;pos;1.9;0
0.1150388;Player2;pos;-1.9;0
0.1182349;Player1;pos;1.9;0
0.1182349;Player2;pos;-1.9;0
0.1201058;Player1;pos;1.9;0
0.1201058;Player2;pos;-1.9;0
0.1244219;Player1;pos;1.9;0
0.1244219;Player2;pos;-1.9;0
0.1260088;Player1;pos;1.9;0
0.1260088;Player2;pos;-1.9;0
0.1277427;Player1;pos;1.9;0
0.1277427;Player2;pos;-1.9;0
0.1293969;Player1;pos;1.9;0
0.1293969;Player2;pos;-1.9;0
0.1316064;Player1;pos;1.9;0
0.1316064;Player2;pos;-1.9;0
0.1336501;Player1;pos;1.9;0
0.1336501;Player2;pos;-1.9;0
0.1355877;Player1;pos;1.9;0
0.1355877;Player2;pos;-1.9;0
0.1372335;Player1;pos;1.9;0
0.1372335;Player2;pos;-1.9;0
0.1396066;Player1;pos;1.9;0
0.1396066;Player2;pos;-1.9;0
0.1416661;Player1;pos;1.9;0
0.1416661;Player2;pos;-1.9;0
0.14768;Player1;pos;1.9;0
0.14768;Player2;pos;-1.9;0
0.1499207;Player1;pos;1.9;0
0.1499207;Player2;pos;-1.9;0
0.1516346;Player1;pos;1.9;0
0.1516346;Player2;pos;-1.9;0
0.1531927;Player1;pos;1.9;0
0.1531927;Player2;pos;-1.9;0
0.1546454;Player1;pos;1.9;0
0.1546454;Player2;pos;-1.9;0
0.1560821;Player1;pos;1.9;0
0.1560821;Player2;pos;-1.9;0
0.1578293;Player1;pos;1.9;0
0.1578293;Player2;pos;-1.9;0
0.1599169;Player1;pos;1.9;0
0.1599169;Player2;pos;-1.9;0
0.1615855;Player1;pos;1.9;0
0.1615855;Player2;pos;-1.9;0
0.1657178;Player1;pos;1.9;0
0.1657178;Player2;pos;-1.9;0
0.1672269;Player1;pos;1.9;0
0.1672269;Player2;pos;-1.9;0
0.1687069;Player1;pos;1.9;0
0.1687069;Player2;pos;-1.9;0
0.1701737;Player1;pos;1.9;0
0.1701737;Player2;pos;-1.9;0
0.1716729;Player1;pos;1.9;0
0.1716729;Player2;pos;-1.9;0
0.1733466;Player1;pos;1.9;0
0.1733466;Player2;pos;-1.9;0
0.1749222;Player1;pos;1.9;0
0.1749222;Player2;pos;-1.9;0
0.1765087;Player1;pos;1.9;0
0.1765087;Player2;pos;-1.9;0
0.1780016;Player1;pos;1.9;0
0.1780016;Player2;pos;-1.9;0
0.1794498;Player1;pos;1.9;0
0.1794498;Player2;pos;-1.9;0
0.1808762;Player1;pos;1.9;0
0.1808762;Player2;pos;-1.9;0
0.184782;Player1;pos;1.9;0
0.184782;Player2;pos;-1.9;0
0.1862811;Player1;pos;1.9;0
0.1862811;Player2;pos;-1.9;0
0.1877605;Player1;pos;1.9;0
0.1877605;Player2;pos;-1.9;0
0.1891687;Player1;pos;1.9;0
0.1891687;Player2;pos;-1.9;0
0.1906935;Player1;pos;1.9;0
0.1906935;Player2;pos;-1.9;0
0.1921404;Player1;pos;1.9;0
0.1921404;Player2;pos;-1.9;0
0.1935581;Player1;pos;1.9;0
0.1935581;Player2;pos;-1.9;0
0.1949627;Player1;pos;1.9;0
0.1949627;Player2;pos;-1.9;0
0.1963549;Player1;pos;1.9;0
0.1963549;Player2;pos;-1.9;0
0.1977344;Player1;pos;1.9;0
0.1977344;Player2;pos;-1.9;0
0.1991119;Player1;pos;1.9;0
0.1991119;Player2;pos;-1.9;0
0.2004887;Player1;pos;1.9;0
0.2004887;Player2;pos;-1.9;0
0.2043169;Player1;pos;1.9;0
0.2043169;Player2;pos;-1.9;0
0.2057069;Player1;pos;1.9;0
0.2057069;Player2;pos;-1.9;0
0.2071968;Player1;pos;1.9;0
0.2071968;Player2;pos;-1.9;0
0.2086046;Player1;pos;1.9;0
0.2086046;Player2;pos;-1.9;0
0.209997;Player1;pos;1.9;0
0.209997;Player2;pos;-1.9;0
0.2113824;Player1;pos;1.9;0
0.2113824;Player2;pos;-1.9;0
0.2128992;Player1;pos;1.9;0
0.2128992;Player2;pos;-1.9;0
0.2143525;Player1;pos;1.9;0
0.2143525;Player2;pos;-1.9;0
0.2158083;Player1;pos;1.9;0
0.2158083;Player2;pos;-1.9;0
0.2172665;Player1;pos;1.9;0
0.2172665;Player2;pos;-1.9;0
0.2187387;Player1;pos;1.9;0
0.2187387;Player2;pos;-1.9;0
0.2201603;Player1;pos;1.9;0
0.2201603;Player2;pos;-1.9;0
0.224106;Player1;pos;1.9;0
0.224106;Player2;pos;-1.9;0
0.2255304;Player1;pos;1.9;0
0.2255304;Player2;pos;-1.9;0
0.226966;Player1;pos;1.9;0
0.226966;Player2;pos;-1.9;0
0.2283845;Player1;pos;1.9;0
0.2283845;Player2;pos;-1.9;0
0.2298332;Player1;pos;1.9;0
0.2298332;Player2;pos;-1.9;0
0.2312862;Player1;pos;1.9;0
0.2312862;Player2;pos;-1.9;0
0.2327334;Player1;pos;1.9;0
0.2327334;Player2;pos;-1.9;0
0.2342253;Player1;pos;1.9;0
0.2342253;Player2;pos;-1.9;0
0.2356159;Player1;pos;1.9;0
0.2356159;Player2;pos;-1.9;0
0.2370167;Player1;pos;1.9;0
0.2370167;Player2;pos;-1.9;0
0.2384669;Player1;pos;1.9;0
0.2384669;Player2;pos;-1.9;0
0.2398903;Player1;pos;1.9;0
0.2398903;Player2;pos;-1.9;0
0.2413269;Player1;pos;1.9;0
0.2413269;Player2;pos;-1.9;0
0.245127;Player1;pos;1.9;0
0.245127;Player2;pos;-1.9;0
0.2465214;Player1;pos;1.9;0
0.2465214;Player2;pos;-1.9;0
0.2478953;Player1;pos;1.9;0
0.2478953;Player2;pos;-1.9;0
0.2492473;Player1;pos;1.9;0
0.2492473;Player2;pos;-1.9;0
0.2505971;Player1;pos;1.9;0
0.2505971;Player2;pos;-1.9;0
0.2519519;Player1;pos;1.9;0
