0;System;start;0;0
0;Player1;explorer;186.8539;0.1393963
0;Player2;explorer;-189.2427;0.13
0;Player1;pos;186.8539;0.1393963
0;Player2;pos;-189.2427;0.13
0.02;Player1;pos;186.8539;0.1393963
0.02;Player2;pos;-189.2427;0.13
0.1992338;Player1;pos;186.8539;0.1393963
0.1992338;Player2;pos;-189.2427;0.13
0.2619585;Player1;pos;186.8539;0.1393963
0.2619585;Player2;pos;-189.2427;0.13
0.2882822;Player1;pos;186.8539;0.1393963
0.2882822;Player2;pos;-189.2427;0.13
0.3048908;Player1;pos;186.8539;0.1393963
0.3048908;Player2;pos;-189.2427;0.13
0.3221911;Player1;pos;186.8539;0.1393963
0.3221911;Player2;pos;-189.2427;0.13
0.3389503;Player1;pos;186.8539;0.1393963
0.3389503;Player2;pos;-189.2427;0.13
0.3528259;Player1;pos;186.8539;0.1393963
0.3528259;Player2;pos;-189.2427;0.13
0.370108;Player1;pos;186.8539;0.1393963
0.370108;Player2;pos;-189.2427;0.13
0.3886166;Player1;pos;186.8539;0.1393963
0.3886166;Player2;pos;-189.2427;0.13
0.4058038;Player1;pos;186.8539;0.1393963
0.4058038;Player2;pos;-189.2427;0.13
0.4230718;Player1;pos;186.8539;0.1393963
0.4230718;Player2;pos;-189.2427;0.13
0.4402277;Player1;pos;186.8539;0.1393963
0.4402277;Player2;pos;-189.2427;0.13
0.456991;Player1;pos;186.8539;0.1393963
0.456991;Player2;pos;-189.2427;0.13
0.4716048;Player1;pos;186.8539;0.1393963
0.4716048;Player2;pos;-189.2427;0.13
0.488333;Player1;pos;186.8539;0.1393963
0.488333;Player2;pos;-189.2427;0.13
0.505267;Player1;pos;186.8539;0.1393963
0.505267;Player2;pos;-189.2427;0.13
0.5223704;Player1;pos;186.8539;0.1393963
0.5223704;Player2;pos;-189.2427;0.13
0.5389457;Player1;pos;186.8539;0.1393963
0.5389457;Player2;pos;-189.2427;0.13
0.5527522;Player1;pos;186.8539;0.1393963
0.5527522;Player2;pos;-189.2427;0.13
0.5699811;Player1;pos;186.8539;0.1393963
0.5699811;Player2;pos;-189.2427;0.13
0.5873236;Player1;pos;186.8539;0.1393963
0.5873236;Player2;pos;-189.2427;0.13
0.6093616;Player1;pos;186.8539;0.1393963
0.6093616;Player2;pos;-189.2427;0.13
0.6286713;Player1;pos;186.8539;0.1393963
0.6286713;Player2;pos;-189.2427;0.13
0.6474823;Player1;pos;186.8539;0.1393963
0.6474823;Player2;pos;-189.2427;0.13
0.6642905;Player1;pos;186.8539;0.1393963
0.6642905;Player2;pos;-189.2427;0.13
0.681908;Player1;pos;186.8539;0.1393963
0.681908;Player2;pos;-189.2427;0.13
