0;System;start;0;0
0;Player1;explorer;1.868539;0.001393963
0;Player2;explorer;-1.892427;0.0013
0;Player1;pos;1.868539;0.001393963
0;Player2;pos;-1.892427;0.0013
0.02;Player1;pos;1.868539;0.001393963
0.02;Player2;pos;-1.892427;0.0013
0.2303785;Player1;pos;1.868539;0.001393963
0.2303785;Player2;pos;-1.892427;0.0013
0.2978609;Player1;pos;1.868539;0.001393963
0.2978609;Player2;pos;-1.892427;0.0013
0.3243702;Player1;pos;1.868539;0.001393963
0.3243702;Player2;pos;-1.892427;0.0013
0.3487487;Player1;pos;1.868539;0.001393963
0.3487487;Player2;pos;-1.892427;0.0013
0.3691812;Player1;pos;1.868539;0.001393963
0.3691812;Player2;pos;-1.892427;0.0013
0.3913319;Player1;pos;1.868539;0.001393963
0.3913319;Player2;pos;-1.892427;0.0013
0.4124031;Player1;pos;1.868539;0.001393963
0.4124031;Player2;pos;-1.892427;0.0013
0.4349253;Player1;pos;1.868539;0.001393963
0.4349253;Player2;pos;-1.892427;0.0013
0.4569286;Player1;pos;1.868539;0.001393963
0.4569286;Player2;pos;-1.892427;0.0013
0.4774891;Player1;pos;1.868539;0.001393963
0.4774891;Player2;pos;-1.892427;0.0013
0.4982062;Player1;pos;1.868539;0.001393963
0.4982062;Player2;pos;-1.892427;0.0013
0.5189641;Player1;pos;1.868539;0.001393963
0.5189641;Player2;pos;-1.892427;0.0013
0.5392236;Player1;pos;1.868539;0.001393963
0.5392236;Player2;pos;-1.892427;0.0013
0.5617913;Player1;pos;1.868539;0.001393963
0.5617913;Player2;pos;-1.892427;0.0013
0.5852069;Player1;pos;1.868539;0.001393963
0.5852069;Player2;pos;-1.892427;0.0013
0.6061358;Player1;pos;1.868539;0.001393963
0.6061358;Player2;pos;-1.892427;0.0013
0.6275467;Player1;pos;1.868539;0.001393963
0.6275467;Player2;pos;-1.892427;0.0013
0.6493967;Player1;pos;1.868539;0.001393963
0.6493967;Player2;pos;-1.892427;0.0013
0.670292;Player1;pos;1.868539;0.001393963
0.670292;Player2;pos;-1.892427;0.0013
0.6911041;Player1;pos;1.868539;0.001393963
0.6911041;Player2;pos;-1.892427;0.0013
0.7123824;Player1;pos;1.868539;0.001393963
0.7123824;Player2;pos;-1.892427;0.0013
0.7332773;Player1;pos;1.868539;0.001393963
0.7332773;Player2;pos;-1.892427;0.0013
0.7539263;Player1;pos;1.868539;0.001393963
0.7539263;Player2;pos;-1.892427;0.0013
0.774048;Player1;pos;1.868539;0.001393963
0.774048;Player2;pos;-1.892427;0.0013
0.7951494;Player1;pos;1.868539;0.001393963
0.7951494;Player2;pos;-1.892427;0.0013
0.8161536;Player1;pos;1.868539;0.001393963
0.8161536;Player2;pos;-1.892427;0.0013
0.837105;Player1;pos;1.868539;0.001393963
0.837105;Player2;pos;-1.892427;0.0013
0.8592514;Player1;pos;1.868539;0.001393963
0.8592514;Player2;pos;-1.892427;0.0013
0.8808281;Player1;pos;1.868539;0.001393963
0.8808281;Player2;pos;-1.892427;0.0013
0.9075421;Player1;pos;1.868539;0.001393963
0.9075421;Player2;pos;-1.892427;0.0013
0.930031;Player1;pos;1.868539;0.001393963
0.930031;Player2;pos;-1.892427;0.0013
0.9526758;Player1;pos;1.868539;0.001393963
0.9526758;Player2;pos;-1.892427;0.0013
0.9748701;Player1;pos;1.868539;0.001393963
0.9748701;Player2;pos;-1.892427;0.0013
0.9979829;Player1;pos;1.868539;0.001393963
0.9979829;Player2;pos;-1.892427;0.0013
1.021319;Player1;pos;1.868539;0.001393963
1.021319;Player2;pos;-1.892427;0.0013
1.047504;Player1;pos;1.868539;0.001393963
1.047504;Player2;pos;-1.892427;0.0013
1.073433;Player1;pos;1.868539;0.001393963
1.073433;Player2;pos;-1.892427;0.0013
1.09435;Player1;pos;1.868539;0.001393963
1.09435;Player2;pos;-1.892427;0.0013
1.11406;Player1;pos;1.868539;0.001393963
1.11406;Player2;pos;-1.892427;0.0013
1.134155;Player1;pos;1.868539;0.001393963
1.134155;Player2;pos;-1.892427;0.0013
1.156139;Player1;pos;1.868539;0.001393963
1.156139;Player2;pos;-1.892427;0.0013
1.1777;Player1;pos;1.868539;0.001393963
1.1777;Player2;pos;-1.892427;0.0013
1.198672;Player1;pos;1.868539;0.001393963
1.198672;Player2;pos;-1.892427;0.0013
1.218584;Player1;pos;1.868539;0.001393963
1.218584;Player2;pos;-1.892427;0.0013
1.239452;Player1;pos;1.868539;0.001393963
1.239452;Player2;pos;-1.892427;0.0013
1.261315;Player1;pos;1.868539;0.001393963
1.261315;Player2;pos;-1.892427;0.0013
1.286604;Player1;pos;1.868539;0.001393963
1.286604;Player2;pos;-1.892427;0.0013
1.309299;Player1;pos;1.868539;0.001393963
1.309299;Player2;pos;-1.892427;0.0013
1.330241;Player1;pos;1.868539;0.001393963
1.330241;Player2;pos;-1.892427;0.0013
1.349928;Player1;pos;1.868539;0.001393963
1.349928;Player2;pos;-1.892427;0.0013
1.369025;Player1;pos;1.868539;0.001393963
1.369025;Player2;pos;-1.892427;0.0013
1.388328;Player1;pos;1.868539;0.001393963
1.388328;Player2;pos;-1.892427;0.0013
1.408085;Player1;pos;1.868539;0.001393963
1.408085;Player2;pos;-1.892427;0.0013
1.427372;Player1;pos;1.868539;0.001393963
1.427372;Player2;pos;-1.892427;0.0013
1.446555;Player1;pos;1.868539;0.001393963
1.446555;Player2;pos;-1.892427;0.0013
1.466005;Player1;pos;1.868539;0.001393963
1.466005;Player2;pos;-1.892427;0.0013
1.485104;Player1;pos;1.868539;0.001393963
1.485104;Player2;pos;-1.892427;0.0013
1.504304;Player1;hunted_insect;1.868539;0.001393963
1.504304;Player1;hunter;1.868539;0.001393963
1.504304;Player1;hunted_insect;1.868539;0.001393963
1.504304;Player2;hunted_insect;-1.892427;0.0013
1.504304;Player2;hunter;-1.892427;0.0013
1.504304;Player2;hunted_insect;-1.892427;0.0013
1.504304;Player1;hunted_insect;1.868539;0.001393963
1.504304;Player1;hunted_insect;1.868539;0.001393963
1.504304;Player2;hunted_insect;-1.892427;0.0013
1.504304;Player2;hunted_insect;-1.892427;0.0013
1.504304;Player1;pos;1.868539;0.001393963
1.504304;Player2;pos;-1.892427;0.0013
1.555358;Player1;hunted_insect;1.868539;0.001393963
1.555358;Player1;hunted_insect;1.868539;0.001393963
1.555358;Player2;hunted_insect;-1.892427;0.0013
1.555358;Player2;hunted_insect;-1.892427;0.0013
1.555358;Player1;hunted_insect;1.868539;0.001393963
1.555358;Player1;hunted_insect;1.868539;0.001393963
1.555358;Player2;hunted_insect;-1.892427;0.0013
