0;System;start;0;0
0;Player1;explorer;186.8539;0.1393963
0;Player2;explorer;-189.2427;0.13
0;Player1;pos;-105.1895;121.2611
0;Player2;pos;434.2116;232.058
0.02;Player1;pos;-106.9326;131.5331
0.02;Player2;pos;434.2148;232.5671
0.04436297;Player1;pos;-106.9326;131.5331
0.04436297;Player2;pos;434.2149;232.5791
0.0658772;Player1;pos;-106.9326;131.5331
0.0658772;Player2;pos;434.2149;232.5792
0.08426391;Player1;pos;-106.9326;131.5331
0.08426391;Player2;pos;434.2149;232.5792
0.1030566;Player1;pos;-106.9326;131.5331
0.1030566;Player2;pos;434.2149;232.5792
0.1181072;Player1;pos;-106.9326;131.5331
0.1181072;Player2;pos;434.2149;232.5792
0.1341833;Player1;pos;-106.9326;131.5331
0.1341833;Player2;pos;434.2149;232.5792
0.1501096;Player1;pos;-106.9326;131.5331
0.1501096;Player2;pos;434.2149;232.5792
0.1661028;Player1;pos;-106.9326;131.5331
0.1661028;Player2;pos;434.2149;232.5792
0.1820959;Player1;pos;-106.9326;131.5331
0.1820959;Player2;pos;434.2149;232.5792
0.199922;Player1;pos;-106.9326;131.5331
0.199922;Player2;pos;434.2149;232.5792
0.2125406;Player1;pos;-106.9326;131.5331
0.2125406;Player2;pos;434.2098;231.7682
0.2304778;Player1;pos;-106.9326;131.5331
0.2304778;Player2;pos;434.2086;231.5819
0.249034;Player1;pos;-106.9326;131.5331
0.249034;Player2;pos;434.2085;231.5606
0.2648323;Player1;pos;-106.9326;131.5331
0.2648323;Player2;pos;434.2084;231.5546
0.2825386;Player1;pos;-106.9326;131.5331
0.2825386;Player2;pos;434.2084;231.5535
0.2979826;Player1;pos;-106.9326;131.5331
0.2979826;Player2;pos;270.3857;48.43511
0.3090332;Player1;pos;-106.9326;131.5331
0.3090332;Player2;pos;227.4405;0.4318074
0.3279248;Player1;pos;-106.9326;131.5331
0.3279248;Player2;pos;181.1589;-12.34195
0.3464846;Player1;pos;-106.9326;131.5331
0.3464846;Player2;pos;197.7588;67.06734
0.3640173;Player1;pos;-106.9326;131.5331
0.3640173;Player2;pos;210.8792;96.44418
0.3822015;Player1;pos;-106.9326;131.5331
0.3822015;Player2;pos;415.261;220.4765
0.3988456;Player1;pos;-106.9326;131.5331
0.3988456;Player2;pos;415.261;220.4765
0.4095159;Player1;pos;-106.9326;131.5331
0.4095159;Player2;pos;428.0041;228.6134
0.4281158;Player1;pos;-106.9326;131.5331
0.4281158;Player2;pos;433.8728;232.2586
0.4443844;Player1;pos;-106.9326;131.5331
0.4443844;Player2;pos;433.8728;232.2586
0.4587364;Player1;pos;-106.9326;131.5331
0.4587364;Player2;pos;434.1826;232.0826
0.4734175;Player1;pos;-106.9326;131.5331
0.4734175;Player2;pos;434.2109;232.0666
0.4903778;Player1;pos;-106.9326;131.5331
0.4903778;Player2;pos;434.2109;232.0666
0.5061519;Player1;pos;-106.9326;131.5331
0.5061519;Player2;pos;434.2117;232.0662
0.5232166;Player1;pos;-106.9326;131.5331
0.5232166;Player2;pos;434.2117;232.0662
0.5406551;Player1;pos;-106.9326;131.5331
0.5406551;Player2;pos;434.2117;232.0662
0.5584858;Player1;pos;-106.9326;131.5331
0.5584858;Player2;pos;434.2117;232.0662
0.5705102;Player1;pos;-106.9326;131.5331
0.5705102;Player2;pos;434.2091;231.6556
0.5874782;Player1;pos;-106.9326;131.5331
0.5874782;Player2;pos;434.2009;230.3578
0.6043973;Player1;pos;-106.9326;131.5331
0.6043973;Player2;pos;434.1989;230.0504
0.6196944;Player1;pos;-106.9326;131.5331
0.6196944;Player2;pos;434.1987;230.0184
0.6316451;Player1;pos;-106.9326;131.5331
0.6316451;Player2;pos;434.1987;230.0141
0.6461632;Player1;pos;-106.9326;131.5331
0.6461632;Player2;pos;434.1987;230.0141
0.663254;Player1;pos;-106.9326;131.5331
0.663254;Player2;pos;434.1987;230.0135
0.6784413;Player1;pos;-106.9326;131.5331
0.6784413;Player2;pos;434.1987;230.0135
0.6890104;Player1;pos;-106.9326;131.5331
0.6890104;Player2;pos;434.2083;231.5283
0.7055233;Player1;pos;-106.9326;131.5331
0.7055233;Player2;pos;434.2138;232.4029
0.7213894;Player1;pos;-106.9326;131.5331
0.7213894;Player2;pos;434.2147;232.5496
0.7382816;Player1;pos;-106.9326;131.5331
0.7382816;Player2;pos;434.2166;232.8257
0.7493806;Player1;pos;-106.9326;131.5331
0.7493806;Player2;pos;434.218;233.0565
0.7656425;Player1;pos;-106.9326;131.5331
0.7656425;Player2;pos;434.2182;233.083
0.7838552;Player1;pos;-106.9326;131.5331
0.7838552;Player2;pos;434.2188;233.1938
0.8009294;Player1;pos;-106.9326;131.5331
0.8009294;Player2;pos;434.2209;233.5192
0.8159482;Player1;pos;-106.9326;131.5331
0.8159482;Player2;pos;434.2214;233.5963
0.8289682;Player1;pos;-106.9326;131.5331
0.8289682;Player2;pos;434.2214;233.6046
0.8462186;Player1;pos;-106.9326;131.5331
0.8462186;Player2;pos;434.2214;233.6054
0.8627662;Player1;pos;-106.9326;131.5331
0.8627662;Player2;pos;434.2214;233.6054
0.8805385;Player1;pos;-106.9326;131.5331
0.8805385;Player2;pos;434.2155;232.6674
0.8968799;Player1;pos;-106.9326;131.5331
0.8968799;Player2;pos;434.2155;232.6674
0.9064772;Player1;pos;-106.9326;131.5331
0.9064772;Player2;pos;434.2151;232.5911
0.9234234;Player1;pos;-106.9326;131.5331
0.9234234;Player2;pos;434.215;232.5808
0.9423428;Player1;pos;-106.9326;131.5331
