0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;1.9;0
0;Player2;pos;-1.9;0
0.02;Player1;pos;1.9;0
0.02;Player2;pos;-1.9;0
0.1906847;Player1;pos;1.9;0
0.1906847;Player2;pos;-1.9;0
0.2444709;Player1;pos;1.9;0
0.2444709;Player2;pos;-1.9;0
0.2636034;Player1;pos;1.9;0
0.2636034;Player2;pos;-1.9;0
0.278609;Player1;pos;1.9;0
0.278609;Player2;pos;-1.9;0
0.2904093;Player1;pos;1.9;0
0.2904093;Player2;pos;-1.9;0
0.3033707;Player1;pos;1.9;0
0.3033707;Player2;pos;-1.9;0
0.3172033;Player1;pos;1.9;0
0.3172033;Player2;pos;-1.9;0
0.3257588;Player1;pos;1.9;0
0.3257588;Player2;pos;-1.9;0
0.3393548;Player1;pos;1.9;0
0.3393548;Player2;pos;-1.9;0
0.3489309;Player1;pos;1.9;0
0.3489309;Player2;pos;-1.9;0
0.3622111;Player1;pos;1.9;0
0.3622111;Player2;pos;-1.9;0
0.3757426;Player1;pos;1.9;0
0.3757426;Player2;pos;-1.9;0
0.3859621;Player1;pos;1.9;0
0.3859621;Player2;pos;-1.9;0
0.3999076;Player1;pos;1.9;0
0.3999076;Player2;pos;-1.9;0
0.4099056;Player1;pos;1.9;0
0.4099056;Player2;pos;-1.9;0
0.4235121;Player1;pos;1.9;0
0.4235121;Player2;pos;-1.9;0
0.437887;Player1;pos;1.9;0
0.437887;Player2;pos;-1.9;0
0.4474539;Player1;pos;1.9;0
0.4474539;Player2;pos;-1.9;0
0.4610105;Player1;pos;1.9;0
0.4610105;Player2;pos;-1.9;0
0.4743398;Player1;pos;1.9;0
0.4743398;Player2;pos;-1.9;0
0.4849197;Player1;pos;1.9;0
0.4849197;Player2;pos;-1.9;0
0.4981084;Player1;pos;1.9;0
0.4981084;Player2;pos;-1.9;0
0.5073612;Player1;pos;1.9;0
0.5073612;Player2;pos;-1.9;0
0.5212922;Player1;pos;1.9;0
0.5212922;Player2;pos;-1.9;0
0.5341937;Player1;pos;1.9;0
0.5341937;Player2;pos;-1.9;0
0.5433305;Player1;pos;1.9;0
0.5433305;Player2;pos;-1.9;0
0.5574834;Player1;pos;1.9;0
0.5574834;Player2;pos;-1.9;0
0.5680006;Player1;pos;1.9;0
0.5680006;Player2;pos;-1.9;0
0.58124;Player1;pos;1.9;0
0.58124;Player2;pos;-1.9;0
0.5942948;Player1;pos;1.9;0
0.5942948;Player2;pos;-1.9;0
0.6034325;Player1;pos;1.9;0
0.6034325;Player2;pos;-1.9;0
0.6184278;Player1;pos;1.9;0
0.6184278;Player2;pos;-1.9;0
0.6290236;Player1;pos;1.9;0
0.6290236;Player2;pos;-1.9;0
0.6420454;Player1;pos;1.9;0
0.6420454;Player2;pos;-1.9;0
0.6554986;Player1;pos;1.9;0
0.6554986;Player2;pos;-1.9;0
0.6657081;Player1;pos;1.9;0
0.6657081;Player2;pos;-1.9;0
0.6791134;Player1;pos;1.9;0
0.6791134;Player2;pos;-1.9;0
0.6883199;Player1;pos;1.9;0
0.6883199;Player2;pos;-1.9;0
0.7018374;Player1;pos;1.9;0
0.7018374;Player2;pos;-1.9;0
0.7153528;Player1;pos;1.9;0
0.7153528;Player2;pos;-1.9;0
0.7255979;Player1;pos;1.9;0
0.7255979;Player2;pos;-1.9;0
0.7390708;Player1;pos;1.9;0
0.7390708;Player2;pos;-1.9;0
0.7488384;Player1;pos;1.9;0
0.7488384;Player2;pos;-1.9;0
0.7620983;Player1;pos;1.9;0
0.7620983;Player2;pos;-1.9;0
0.7749873;Player1;pos;1.9;0
0.7749873;Player2;pos;-1.9;0
0.7846566;Player1;pos;1.9;0
0.7846566;Player2;pos;-1.9;0
0.7986584;Player1;pos;1.9;0
0.7986584;Player2;pos;-1.9;0
0.8082758;Player1;pos;1.9;0
0.8082758;Player2;pos;-1.9;0
0.8212623;Player1;pos;1.9;0
0.8212623;Player2;pos;-1.9;0
0.8341845;Player1;pos;1.9;0
0.8341845;Player2;pos;-1.9;0
0.8432097;Player1;pos;1.9;0
0.8432097;Player2;pos;-1.9;0
0.8560665;Player1;pos;1.9;0
0.8560665;Player2;pos;-1.9;0
0.8655702;Player1;pos;1.9;0
0.8655702;Player2;pos;-1.9;0
0.8791028;Player1;pos;1.9;0
0.8791028;Player2;pos;-1.9;0
0.8888174;Player1;pos;1.9;0
0.8888174;Player2;pos;-1.9;0
0.9024912;Player1;pos;1.9;0
0.9024912;Player2;pos;-1.9;0
0.9160215;Player1;pos;1.9;0
0.9160215;Player2;pos;-1.9;0
0.9252546;Player1;pos;1.9;0
0.9252546;Player2;pos;-1.9;0
0.9386392;Player1;pos;1.9;0
0.9386392;Player2;pos;-1.9;0
0.9489208;Player1;pos;1.9;0
0.9489208;Player2;pos;-1.9;0
0.9621188;Player1;pos;1.9;0
0.9621188;Player2;pos;-1.9;0
0.9751233;Player1;pos;1.9;0
