0;System;start;0;0
0;Player1;explorer;186.8539;0.1393963
0;Player2;explorer;-189.2427;0.13
0;Player1;pos;-104.2804;119.1986
0;Player2;pos;-23.35174;71.23555
0.02;Player1;pos;-106.4798;131.019
0.02;Player2;pos;-83.48292;93.55225
0.04338011;Player1;pos;-106.4798;131.019
0.04338011;Player2;pos;-83.48292;93.55225
0.07531493;Player1;pos;-106.4798;131.019
0.07531493;Player2;pos;-83.48292;93.55225
0.09233373;Player1;pos;-106.4798;131.019
0.09233373;Player2;pos;-83.48292;93.55225
0.1087299;Player1;pos;-106.4798;131.019
0.1087299;Player2;pos;-83.48292;93.55225
0.1248899;Player1;pos;-106.4798;131.019
0.1248899;Player2;pos;-83.48292;93.55225
0.1405237;Player1;pos;-106.4798;131.019
0.1405237;Player2;pos;-83.48292;93.55225
0.155996;Player1;pos;-106.4798;131.019
0.155996;Player2;pos;-83.48292;93.55225
0.1681009;Player1;pos;-106.4798;131.019
0.1681009;Player2;pos;-83.48292;93.55225
0.184491;Player1;pos;-106.4798;131.019
0.184491;Player2;pos;-83.48292;93.55225
0.1987944;Player1;pos;-106.4798;131.019
0.1987944;Player2;pos;-83.48292;93.55225
0.2100435;Player1;pos;-106.4798;131.019
0.2100435;Player2;pos;-83.48292;93.55225
0.2263094;Player1;pos;-106.4798;131.019
0.2263094;Player2;pos;-83.48292;93.55225
0.2420559;Player1;pos;-106.4798;131.019
0.2420559;Player2;pos;-83.48292;93.55225
0.2597162;Player1;pos;-106.4798;131.019
0.2597162;Player2;pos;-83.48292;93.55225
0.2714968;Player1;pos;-106.4798;131.019
0.2714968;Player2;pos;-83.48292;93.55225
0.287777;Player1;pos;-106.4798;131.019
0.287777;Player2;pos;-83.48292;93.55225
0.304099;Player1;pos;-106.4798;131.019
0.304099;Player2;pos;-83.48292;93.55225
0.3208741;Player1;pos;-106.4798;131.019
0.3208741;Player2;pos;-98.32219;-29.01354
0.3364472;Player1;pos;-106.4798;131.019
0.3364472;Player2;pos;-111.2783;-136.0331
0.3513525;Player1;pos;-106.4798;131.019
0.3513525;Player2;pos;-113.6097;-155.291
0.3682328;Player1;pos;-106.4798;131.019
0.3682328;Player2;pos;-113.6097;-155.291
0.3872712;Player1;pos;-106.4798;131.019
0.3872712;Player2;pos;-113.6097;-155.291
0.4034554;Player1;pos;-106.4798;131.019
0.4034554;Player2;pos;-113.6097;-155.291
0.4200293;Player1;pos;-106.4798;131.019
0.4200293;Player2;pos;-113.6097;-155.291
0.43776;Player1;pos;-106.4798;131.019
0.43776;Player2;pos;-113.6097;-155.291
0.4510266;Player1;pos;-106.4798;131.019
0.4510266;Player2;pos;-113.6097;-155.291
