0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;-0.03976353;3.213918
0;Player2;pos;-1.054529;2.064077
0.02;Player1;pos;-0.03976357;3.213918
0.02;Player2;pos;-0.7417019;2.44288
0.04383899;Player1;pos;-0.03976357;3.213918
0.04383899;Player2;pos;-0.7417019;2.44288
0.06903068;Player1;pos;-0.03976357;3.213918
0.06903068;Player2;pos;-0.7417019;2.44288
0.08894958;Player1;pos;-0.03976357;3.213918
0.08894958;Player2;pos;-0.7417019;2.44288
0.1092748;Player1;pos;-0.03976357;3.213918
0.1092748;Player2;pos;-0.7417019;2.44288
0.1267269;Player1;pos;-0.03976357;3.213918
0.1267269;Player2;pos;-0.3414068;2.927543
0.1432758;Player1;pos;-0.03976357;3.213918
0.1432758;Player2;pos;-0.1102874;3.207373
0.1618804;Player1;pos;-0.03976357;3.213918
0.1618804;Player2;pos;-0.07151181;3.254321
0.1775626;Player1;pos;-0.03976357;3.213918
0.1775626;Player2;pos;-0.0657441;3.261304
0.1882528;Player1;pos;-0.03976357;3.213918
0.1882528;Player2;pos;-0.0657441;3.261304
0.20364;Player1;pos;-0.03976357;3.213918
0.20364;Player2;pos;-0.0657441;3.261304
0.2203994;Player1;pos;-0.03976357;3.213918
0.2203994;Player2;pos;-0.0657441;3.261304
0.2368209;Player1;pos;-0.03976357;3.213918
0.2368209;Player2;pos;-0.03688183;3.246793
0.2486106;Player1;pos;-0.03976357;3.213918
0.2486106;Player2;pos;-0.03688183;3.246793
0.2657678;Player1;pos;-0.03976357;3.213918
0.2657678;Player2;pos;-0.0176977;3.236676
0.2826521;Player1;pos;-0.03976357;3.213918
0.2826521;Player2;pos;-0.0176977;3.236676
0.2977198;Player1;pos;-0.03976357;3.213918
0.2977198;Player2;pos;-0.0176977;3.236676
0.3081709;Player1;pos;-0.03976357;3.213918
0.3081709;Player2;pos;-0.0176977;3.236676
0.3250704;Player1;pos;-0.03976357;3.213918
0.3250704;Player2;pos;-0.0176977;3.236676
0.3397677;Player1;pos;-0.03976357;3.213918
0.3397677;Player2;pos;-0.0176977;3.236676
0.3505029;Player1;pos;-0.03976357;3.213918
0.3505029;Player2;pos;-0.0176977;3.236676
0.367247;Player1;pos;-0.03976357;3.213918
0.367247;Player2;pos;-0.0176977;3.236676
0.3874677;Player1;pos;-0.03976357;3.213918
0.3874677;Player2;pos;-0.0176977;3.236676
0.4022966;Player1;pos;-0.03976357;3.213918
0.4022966;Player2;pos;-0.0176977;3.236676
0.4181917;Player1;pos;-0.03976357;3.213918
0.4181917;Player2;pos;-0.0176977;3.236676
0.4289795;Player1;pos;-0.03976357;3.213918
0.4289795;Player2;pos;-0.0176977;3.236676
0.4464705;Player1;pos;-0.03976357;3.213918
0.4464705;Player2;pos;-0.0176977;3.236676
0.4648542;Player1;pos;-0.03976357;3.213918
0.4648542;Player2;pos;-0.0176977;3.236676
0.480906;Player1;pos;-0.03976357;3.213918
0.480906;Player2;pos;-0.0176977;3.236676
0.4986955;Player1;pos;-0.03976357;3.213918
0.4986955;Player2;pos;-0.0176977;3.236676
0.5103999;Player1;pos;-0.03976357;3.213918
0.5103999;Player2;pos;-0.0176977;3.236676
0.5267751;Player1;pos;-0.03976357;3.213918
0.5267751;Player2;pos;-0.0176977;3.236676
0.5453045;Player1;pos;-0.03976357;3.213918
0.5453045;Player2;pos;-0.0176977;3.236676
0.5616729;Player1;pos;-0.03976357;3.213918
0.5616729;Player2;pos;-0.0176977;3.236676
0.577928;Player1;pos;-0.03976357;3.213918
0.577928;Player2;pos;-0.0176977;3.236676
0.5904936;Player1;pos;-0.03976357;3.213918
0.5904936;Player2;pos;-0.0176977;3.236676
0.606409;Player1;pos;-0.03976357;3.213918
0.606409;Player2;pos;-0.0176977;3.236676
0.6225919;Player1;pos;-0.03976357;3.213918
0.6225919;Player2;pos;-0.0176977;3.236676
0.6412764;Player1;pos;-0.03976357;3.213918
0.6412764;Player2;pos;-0.0176977;3.236676
0.6555907;Player1;pos;-0.03976357;3.213918
0.6555907;Player2;pos;-0.0176977;3.236676
0.6668159;Player1;pos;-0.03976357;3.213918
0.6668159;Player2;pos;-0.0176977;3.236676
0.682302;Player1;pos;-0.03976357;3.213918
0.682302;Player2;pos;-0.0176977;3.236676
0.6985363;Player1;pos;-0.03976357;3.213918
0.6985363;Player2;pos;-0.0176977;3.236676
0.7133524;Player1;pos;-0.03976357;3.213918
0.7133524;Player2;pos;-0.0176977;3.236676
0.7303483;Player1;pos;-0.03976357;3.213918
0.7303483;Player2;pos;-0.0176977;3.236676
0.7479594;Player1;pos;-0.03976357;3.213918
0.7479594;Player2;pos;-0.0176977;3.236676
0.76587;Player1;pos;-0.03976357;3.213918
0.76587;Player2;pos;-0.0176977;3.236676
0.7829041;Player1;pos;-0.03976357;3.213918
0.7829041;Player2;pos;-0.0176977;3.236676
0.7993919;Player1;pos;-0.03976357;3.213918
