0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;1.9;0
0;Player2;pos;-1.9;0
0.02;Player1;pos;1.9;0
0.02;Player2;pos;-1.9;0
0.03457749;Player1;pos;1.9;0
0.03457749;Player2;pos;-1.9;0
0.07002357;Player1;pos;1.9;0
0.07002357;Player2;pos;-1.9;0
0.09097487;Player1;pos;1.9;0
0.09097487;Player2;pos;-1.9;0
0.09962091;Player1;pos;1.9;0
0.09962091;Player2;pos;-1.9;0
0.10717;Player1;pos;1.9;0
0.10717;Player2;pos;-1.9;0
0.1243144;Player1;pos;1.9;0
0.1243144;Player2;pos;-1.9;0
0.1438551;Player1;pos;1.9;0
0.1438551;Player2;pos;-1.9;0
0.1568928;Player1;pos;1.9;0
0.1568928;Player2;pos;-1.9;0
0.19053;Player1;pos;1.9;0
0.19053;Player2;pos;-1.9;0
0.2012793;Player1;pos;1.9;0
0.2012793;Player2;pos;-1.9;0
0.210424;Player1;pos;1.9;0
0.210424;Player2;pos;-1.9;0
0.2264584;Player1;pos;1.9;0
0.2264584;Player2;pos;-1.9;0
0.2416541;Player1;pos;1.9;0
0.2416541;Player2;pos;-1.9;0
0.256548;Player1;pos;1.9;0
0.256548;Player2;pos;-1.9;0
0.2725363;Player1;pos;1.9;0
0.2725363;Player2;pos;-1.9;0
0.2875021;Player1;pos;1.9;0
0.2875021;Player2;pos;-1.9;0
0.3024918;Player1;pos;1.9;0
0.3024918;Player2;pos;-1.9;0
0.3184631;Player1;pos;1.9;0
0.3184631;Player2;pos;-1.9;0
0.3358566;Player1;pos;1.9;0
0.3358566;Player2;pos;-1.9;0
0.3504651;Player1;pos;1.9;0
0.3504651;Player2;pos;-1.9;0
0.3655558;Player1;pos;1.9;0
0.3655558;Player2;pos;-1.9;0
0.3815784;Player1;pos;1.9;0
0.3815784;Player2;pos;-1.9;0
0.3974085;Player1;pos;1.9;0
0.3974085;Player2;pos;-1.9;0
0.413598;Player1;pos;1.9;0
0.413598;Player2;pos;-1.9;0
0.4297598;Player1;pos;1.9;0
0.4297598;Player2;pos;-1.9;0
0.4445851;Player1;pos;1.9;0
0.4445851;Player2;pos;-1.9;0
0.4595574;Player1;pos;1.9;0
0.4595574;Player2;pos;-1.9;0
0.4755526;Player1;pos;1.9;0
0.4755526;Player2;pos;-1.9;0
0.4924875;Player1;pos;1.9;0
0.4924875;Player2;pos;-1.9;0
0.5075199;Player1;pos;1.9;0
0.5075199;Player2;pos;-1.9;0
0.5235571;Player1;pos;1.9;0
0.5235571;Player2;pos;-1.9;0
0.5397133;Player1;pos;1.9;0
0.5397133;Player2;pos;-1.9;0
0.5566393;Player1;pos;1.9;0
0.5566393;Player2;pos;-1.9;0
0.5715629;Player1;pos;1.9;0
0.5715629;Player2;pos;-1.9;0
0.5875053;Player1;pos;1.9;0
0.5875053;Player2;pos;-1.9;0
0.6035963;Player1;pos;1.9;0
0.6035963;Player2;pos;-1.9;0
0.6186008;Player1;pos;1.9;0
0.6186008;Player2;pos;-1.9;0
0.634616;Player1;pos;1.9;0
0.634616;Player2;pos;-1.9;0
0.6504701;Player1;pos;1.9;0
0.6504701;Player2;pos;-1.9;0
0.666687;Player1;pos;1.9;0
0.666687;Player2;pos;-1.9;0
0.6826883;Player1;pos;1.9;0
0.6826883;Player2;pos;-1.9;0
0.6974074;Player1;pos;1.9;0
0.6974074;Player2;pos;-1.9;0
0.7126253;Player1;pos;1.9;0
0.7126253;Player2;pos;-1.9;0
0.7275494;Player1;pos;1.9;0
0.7275494;Player2;pos;-1.9;0
0.7436867;Player1;pos;1.9;0
0.7436867;Player2;pos;-1.9;0
0.7585077;Player1;pos;1.9;0
0.7585077;Player2;pos;-1.9;0
0.7734517;Player1;pos;1.9;0
0.7734517;Player2;pos;-1.9;0
0.7885855;Player1;pos;1.9;0
0.7885855;Player2;pos;-1.9;0
0.804484;Player1;pos;1.9;0
0.804484;Player2;pos;-1.9;0
0.8195171;Player1;pos;1.9;0
0.8195171;Player2;pos;-1.9;0
0.833528;Player1;pos;1.9;0
0.833528;Player2;pos;-1.9;0
0.8496372;Player1;pos;1.9;0
0.8496372;Player2;pos;-1.9;0
0.8645282;Player1;pos;1.9;0
0.8645282;Player2;pos;-1.9;0
0.8805711;Player1;pos;1.9;0
0.8805711;Player2;pos;-1.9;0
0.8964821;Player1;pos;1.9;0
0.8964821;Player2;pos;-1.9;0
0.9118518;Player1;pos;1.9;0
0.9118518;Player2;pos;-1.9;0
0.9276174;Player1;pos;1.9;0
0.9276174;Player2;pos;-1.9;0
0.9435289;Player1;pos;1.9;0
0.9435289;Player2;pos;-1.9;0
0.9597304;Player1;pos;1.9;0
0.9597304;Player2;pos;-1.9;0
0.9756158;Player1;pos;1.9;0
0.9756158;Player2;pos;-1.9;0
0.9914978;Player1;pos;1.9;0
0.9914978;Player2;pos;-1.9;0
1.008879;Player1;pos;1.9;0
1.008879;Player2;pos;-1.9;0
1.023538;Player1;pos;1.9;0
1.023538;Player2;pos;-1.9;0
1.039724;Player1;pos;1.9;0
1.039724;Player2;pos;-1.9;0
1.055714;Player1;pos;1.9;0
1.055714;Player2;pos;-1.9;0
1.071662;Player1;pos;1.9;0
1.071662;Player2;pos;-1.9;0
1.086521;Player1;pos;1.9;0
1.086521;Player2;pos;-1.9;0
1.10269;Player1;pos;1.9;0
1.10269;Player2;pos;-1.9;0
1.11856;Player1;pos;1.9;0
1.11856;Player2;pos;-1.9;0
1.134786;Player1;pos;1.9;0
1.134786;Player2;pos;-1.9;0
1.150578;Player1;pos;1.9;0
1.150578;Player2;pos;-1.9;0
1.166625;Player1;pos;1.9;0
1.166625;Player2;pos;-1.9;0
1.182615;Player1;pos;1.9;0
1.182615;Player2;pos;-1.9;0
1.197684;Player1;pos;1.9;0
1.197684;Player2;pos;-1.9;0
1.214669;Player1;pos;1.9;0
1.214669;Player2;pos;-1.9;0
1.230443;Player1;pos;1.9;0
1.230443;Player2;pos;-1.9;0
1.246615;Player1;pos;1.9;0
1.246615;Player2;pos;-1.9;0
1.262609;Player1;pos;1.9;0
1.262609;Player2;pos;-1.9;0
1.278734;Player1;pos;1.9;0
1.278734;Player2;pos;-1.9;0
1.294682;Player1;pos;1.9;0
1.294682;Player2;pos;-1.9;0
1.310616;Player1;pos;1.9;0
1.310616;Player2;pos;-1.9;0
1.326597;Player1;pos;1.9;0
1.326597;Player2;pos;-1.9;0
1.343623;Player1;pos;1.9;0
1.343623;Player2;pos;-1.9;0
1.359592;Player1;pos;1.9;0
1.359592;Player2;pos;-1.9;0
1.375727;Player1;pos;1.9;0
1.375727;Player2;pos;-1.9;0
1.391545;Player1;pos;1.9;0
1.391545;Player2;pos;-1.9;0
1.407658;Player1;pos;1.9;0
1.407658;Player2;pos;-1.9;0
1.423487;Player1;pos;1.9;0
1.423487;Player2;pos;-1.9;0
1.439784;Player1;pos;1.9;0
1.439784;Player2;pos;-1.9;0
1.455763;Player1;pos;1.9;0
1.455763;Player2;pos;-1.9;0
1.471555;Player1;pos;1.9;0
1.471555;Player2;pos;-1.9;0
1.486572;Player1;pos;1.9;0
1.486572;Player2;pos;-1.9;0
1.502712;Player1;pos;1.9;0
1.502712;Player2;pos;-1.9;0
1.518595;Player1;pos;1.9;0
1.518595;Player2;pos;-1.9;0
1.534586;Player1;pos;1.9;0
1.534586;Player2;pos;-1.9;0
1.550908;Player1;pos;1.9;0
1.550908;Player2;pos;-1.9;0
1.565707;Player1;pos;1.9;0
1.565707;Player2;pos;-1.9;0
1.581763;Player1;pos;1.9;0
1.581763;Player2;pos;-1.9;0
1.59762;Player1;pos;1.9;0
1.59762;Player2;pos;-1.9;0
1.613671;Player1;pos;1.9;0
1.613671;Player2;pos;-1.9;0
1.629587;Player1;pos;1.9;0
1.629587;Player2;pos;-1.9;0
1.645621;Player1;pos;1.9;0
1.645621;Player2;pos;-1.9;0
1.661724;Player1;pos;1.9;0
1.661724;Player2;pos;-1.9;0
1.67766;Player1;pos;1.9;0
1.67766;Player2;pos;-1.9;0
1.693662;Player1;pos;1.9;0
1.693662;Player2;pos;-1.9;0
1.70859;Player1;pos;1.9;0
1.70859;Player2;pos;-1.9;0
1.724614;Player1;pos;1.9;0
1.724614;Player2;pos;-1.9;0
1.741665;Player1;pos;1.9;0
1.741665;Player2;pos;-1.9;0
1.757615;Player1;pos;1.9;0
1.757615;Player2;pos;-1.9;0
