0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;-2.527256;1.828594
0;Player2;pos;-0.5543395;2.093127
0.02;Player1;pos;-2.554585;1.844098
0.02;Player2;pos;-2.195842;2.763696
0.05527458;Player1;pos;-2.554587;1.844098
0.05527458;Player2;pos;-2.201057;2.763801
0.08024598;Player1;pos;-2.525666;1.848011
0.08024598;Player2;pos;-2.172313;2.682754
0.1115969;Player1;pos;-2.519022;1.84891
0.1115969;Player2;pos;-2.165708;2.664133
0.1322204;Player1;pos;-2.518261;1.849013
0.1322204;Player2;pos;-2.164951;2.662003
0.1493162;Player1;pos;-2.518028;1.851539
0.1493162;Player2;pos;-2.182495;2.711452
0.167392;Player1;pos;-2.517982;1.853091
0.167392;Player2;pos;-2.193461;2.742359
0.1864545;Player1;pos;-2.517953;1.854076
0.1864545;Player2;pos;-2.200417;2.76196
0.2038609;Player1;pos;-2.544604;1.850017
0.2038609;Player2;pos;-2.209689;2.763733
0.224981;Player1;pos;-2.548568;1.849411
0.224981;Player2;pos;-2.211048;2.763941
0.2434726;Player1;pos;-2.549681;1.84924
0.2434726;Player2;pos;-2.211431;2.764
0.2619995;Player1;pos;-2.547182;1.849198
0.2619995;Player2;pos;-2.216547;2.766319
0.2793582;Player1;pos;-2.545779;1.84918
0.2793582;Player2;pos;-2.22076;2.768238
0.2925941;Player1;pos;-2.545423;1.849176
0.2925941;Player2;pos;-2.221691;2.768661
0.3103464;Player1;pos;-2.545423;1.849176
0.3103464;Player2;pos;-2.221691;2.768661
0.329075;Player1;pos;-2.545408;1.849176
0.329075;Player2;pos;-2.221691;2.768661
0.3543282;Player1;pos;-2.545408;1.849176
0.3543282;Player2;pos;-2.214331;2.751915
0.3716268;Player1;pos;-2.511113;1.857538
0.3716268;Player2;pos;-2.240325;2.790631
0.3926991;Player1;pos;-2.504393;1.859176
0.3926991;Player2;pos;-2.247029;2.800616
0.4154966;Player1;pos;-2.522254;1.863342
0.4154966;Player2;pos;-2.247182;2.800845
0.435379;Player1;pos;-2.526949;1.864433
0.435379;Player2;pos;-2.247222;2.800904
0.4533946;Player1;pos;-2.516844;1.868172
0.4533946;Player2;pos;-2.247222;2.800904
0.4718012;Player1;pos;-2.513735;1.869322
0.4718012;Player2;pos;-2.247222;2.800904
0.4881073;Player1;pos;-2.513411;1.869442
0.4881073;Player2;pos;-2.247222;2.800904
0.504152;Player1;pos;-2.513304;1.869481
0.504152;Player2;pos;-2.247222;2.800904
0.5194986;Player1;pos;-2.513304;1.869481
0.5194986;Player2;pos;-2.247222;2.800904
0.5314891;Player1;pos;-2.513257;1.869499
0.5314891;Player2;pos;-2.247222;2.800904
0.5493084;Player1;pos;-2.508733;1.876972
0.5493084;Player2;pos;-2.247222;2.800904
0.568081;Player1;pos;-2.505932;1.881601
0.568081;Player2;pos;-2.257267;2.817381
0.5844949;Player1;pos;-2.504497;1.883971
0.5844949;Player2;pos;-2.271731;2.84111
0.6035297;Player1;pos;-2.495161;1.889547
0.6035297;Player2;pos;-2.240121;2.840445
0.6217;Player1;pos;-2.486151;1.894667
0.6217;Player2;pos;-2.195234;2.821612
0.6402714;Player1;pos;-2.486151;1.894667
0.6402714;Player2;pos;-2.189729;2.827717
0.659352;Player1;pos;-2.486151;1.894667
0.659352;Player2;pos;-2.270182;2.892591
0.6732208;Player1;pos;-2.486151;1.894667
0.6732208;Player2;pos;-2.275801;2.904822
0.6912303;Player1;pos;-2.486151;1.894667
0.6912303;Player2;pos;-2.26159;2.914072
0.7094387;Player1;pos;-2.486151;1.894667
0.7094387;Player2;pos;-2.25648;2.917398
0.7284446;Player1;pos;-2.486151;1.894667
0.7284446;Player2;pos;-2.255044;2.918332
0.7442322;Player1;pos;-2.486151;1.894667
0.7442322;Player2;pos;-2.254728;2.918539
0.7637437;Player1;pos;-2.486151;1.894667
0.7637437;Player2;pos;-2.254685;2.918566
0.7824283;Player1;pos;-1.585326;1.764486
0.7824283;Player2;pos;-2.131966;2.874707
0.8012219;Player1;pos;-2.024911;2.161222
0.8012219;Player2;pos;-2.118856;2.872672
0.8226547;Player1;pos;-2.265924;2.378742
0.8226547;Player2;pos;-2.116189;2.864084
0.842087;Player1;pos;-2.329564;2.436183
0.842087;Player2;pos;-2.103668;2.852686
0.8605397;Player1;pos;-2.333216;2.439482
0.8605397;Player2;pos;-2.093007;2.849893
0.8775687;Player1;pos;-2.334413;2.440562
0.8775687;Player2;pos;-2.055807;2.8385
0.8917134;Player1;pos;-2.334679;2.445796
0.8917134;Player2;pos;-2.004884;2.811254
0.9078411;Player1;pos;-2.334656;2.452324
0.9078411;Player2;pos;-1.949693;2.779068
0.9260382;Player1;pos;-2.33465;2.453693
0.9260382;Player2;pos;-1.929943;2.766137
0.9420397;Player1;pos;-2.334648;2.454394
0.9420397;Player2;pos;-1.899892;2.744446
0.9638659;Player1;pos;-2.338614;2.46975
0.9638659;Player2;pos;-1.894429;2.740111
