0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;1.9;0
0;Player2;pos;-1.9;0
0.02;Player1;pos;1.9;0
0.02;Player2;pos;-1.9;0
0.1754172;Player1;pos;1.9;0
0.1754172;Player2;pos;-1.9;0
0.3106619;Player1;pos;1.9;0
0.3106619;Player2;pos;-1.9;0
0.3550186;Player1;pos;1.9;0
0.3550186;Player2;pos;-1.9;0
0.3783561;Player1;pos;1.9;0
0.3783561;Player2;pos;-1.9;0
0.3934459;Player1;pos;1.9;0
0.3934459;Player2;pos;-1.9;0
0.4160722;Player1;pos;1.9;0
0.4160722;Player2;pos;-1.9;0
0.4315963;Player1;pos;1.9;0
0.4315963;Player2;pos;-1.9;0
0.4465503;Player1;pos;1.9;0
0.4465503;Player2;pos;-1.9;0
0.461403;Player1;pos;1.9;0
0.461403;Player2;pos;-1.9;0
0.4776644;Player1;pos;1.9;0
0.4776644;Player2;pos;-1.9;0
0.4879519;Player1;pos;1.9;0
0.4879519;Player2;pos;-1.9;0
0.5025843;Player1;pos;1.9;0
0.5025843;Player2;pos;-1.9;0
0.5195635;Player1;pos;1.9;0
0.5195635;Player2;pos;-1.9;0
0.5382153;Player1;pos;1.9;0
0.5382153;Player2;pos;-1.9;0
0.5528381;Player1;pos;1.9;0
0.5528381;Player2;pos;-1.9;0
0.5677341;Player1;pos;1.9;0
0.5677341;Player2;pos;-1.9;0
0.5834665;Player1;pos;1.9;0
0.5834665;Player2;pos;-1.9;0
0.5981294;Player1;pos;1.9;0
0.5981294;Player2;pos;-1.9;0
0.6088166;Player1;pos;1.9;0
0.6088166;Player2;pos;-1.9;0
0.623651;Player1;pos;1.9;0
0.623651;Player2;pos;-1.9;0
0.6403102;Player1;pos;1.9;0
0.6403102;Player2;pos;-1.9;0
0.657523;Player1;pos;1.9;0
0.657523;Player2;pos;-1.882787;0
0.67008;Player1;pos;1.887443;0
0.67008;Player2;pos;-1.87023;0
0.6906126;Player1;pos;1.86691;0
0.6906126;Player2;pos;-1.849698;0
0.7058315;Player1;pos;1.851691;0
0.7058315;Player2;pos;-1.834479;0
0.7219893;Player1;pos;1.835534;0
0.7219893;Player2;pos;-1.818321;0
0.7371442;Player1;pos;1.820379;0
0.7371442;Player2;pos;-1.803166;0
0.7478122;Player1;pos;1.809711;0
0.7478122;Player2;pos;-1.792498;0
0.7624032;Player1;pos;1.79512;0
0.7624032;Player2;pos;-1.777907;0
0.7773601;Player1;pos;1.780163;0
0.7773601;Player2;pos;-1.76295;0
0.7899256;Player1;pos;1.767597;0
0.7899256;Player2;pos;-1.750384;0
0.8049206;Player1;pos;1.752602;0
0.8049206;Player2;pos;-1.735389;0
0.8208538;Player1;pos;1.736669;0
0.8208538;Player2;pos;-1.719456;0
0.8398573;Player1;pos;1.717666;0
0.8398573;Player2;pos;-1.700453;0
0.8511779;Player1;pos;1.706345;0
0.8511779;Player2;pos;-1.689132;0
0.8670322;Player1;pos;1.690491;0
0.8670322;Player2;pos;-1.673278;0
0.8826922;Player1;pos;1.674831;0
0.8826922;Player2;pos;-1.657618;0
0.8980748;Player1;pos;1.659448;0
0.8980748;Player2;pos;-1.642235;0
0.9081058;Player1;pos;1.649417;0
0.9081058;Player2;pos;-1.632204;0
0.9225933;Player1;pos;1.63493;0
0.9225933;Player2;pos;-1.617717;0
0.9383384;Player1;pos;1.619184;0
0.9383384;Player2;pos;-1.601972;0
0.9477849;Player1;pos;1.609738;0
0.9477849;Player2;pos;-1.592525;0
0.9632891;Player1;pos;1.594234;0
0.9632891;Player2;pos;-1.577021;0
0.978205;Player1;pos;1.579318;0
0.978205;Player2;pos;-1.562105;0
0.992675;Player1;pos;1.564848;0
0.992675;Player2;pos;-1.547635;0
1.007811;Player1;pos;1.549712;0
1.007811;Player2;pos;-1.532499;0
1.024082;Player1;pos;1.533441;0
1.024082;Player2;pos;-1.516228;0
1.039104;Player1;pos;1.51842;0
1.039104;Player2;pos;-1.501207;0
1.049189;Player1;pos;1.508334;0
1.049189;Player2;pos;-1.491121;0
1.064209;Player1;pos;1.493314;0
1.064209;Player2;pos;-1.476101;0
1.07952;Player1;pos;1.478003;0
1.07952;Player2;pos;-1.46079;0
1.088874;Player1;pos;1.468649;0
1.088874;Player2;pos;-1.451436;0
1.102914;Player1;pos;1.454609;0
1.102914;Player2;pos;-1.437396;0
1.118389;Player1;pos;1.439134;0
1.118389;Player2;pos;-1.421921;0
1.127558;Player1;pos;1.429965;0
1.127558;Player2;pos;-1.412752;0
1.143466;Player1;pos;1.414057;0
1.143466;Player2;pos;-1.396844;0
1.161635;Player1;pos;1.395888;0
1.161635;Player2;pos;-1.378675;0
1.176754;Player1;pos;1.380769;0
1.176754;Player2;pos;-1.363556;0
1.186993;Player1;pos;1.37053;0
1.186993;Player2;pos;-1.353317;0
1.202151;Player1;pos;1.355372;0
1.202151;Player2;pos;-1.338159;0
1.217193;Player1;pos;1.34033;0
