0;System;start;0;0
0;Player1;explorer;186.8539;0.1393963
0;Player2;explorer;-189.2427;0.13
0;Player1;pos;186.8539;0.1393963
0;Player2;pos;-189.2427;0.13
0.02;Player1;pos;186.8539;0.1393963
0.02;Player2;pos;-189.2427;0.13
0.1191575;Player1;pos;186.8539;0.1393963
0.1191575;Player2;pos;-189.2427;0.13
0.1476754;Player1;pos;186.8539;0.1393963
0.1476754;Player2;pos;-189.2427;0.13
0.1696227;Player1;pos;186.8539;0.1393963
0.1696227;Player2;pos;-189.2427;0.13
0.1840219;Player1;pos;186.8539;0.1393963
0.1840219;Player2;pos;-189.2427;0.13
0.1981362;Player1;pos;186.8539;0.1393963
0.1981362;Player2;pos;-189.2427;0.13
0.208807;Player1;pos;186.8539;0.1393963
0.208807;Player2;pos;-189.2427;0.13
0.223402;Player1;pos;186.8539;0.1393963
0.223402;Player2;pos;-189.2427;0.13
0.2379208;Player1;pos;186.8539;0.1393963
0.2379208;Player2;pos;-189.2427;0.13
0.2491318;Player1;pos;186.8539;0.1393963
0.2491318;Player2;pos;-189.2427;0.13
0.262966;Player1;pos;186.8539;0.1393963
0.262966;Player2;pos;-189.2427;0.13
0.2774113;Player1;pos;186.8539;0.1393963
0.2774113;Player2;pos;-189.2427;0.13
0.2892392;Player1;pos;186.8539;0.1393963
0.2892392;Player2;pos;-189.2427;0.13
0.3040774;Player1;pos;186.8539;0.1393963
0.3040774;Player2;pos;-189.2427;0.13
0.318385;Player1;pos;186.8539;0.1393963
0.318385;Player2;pos;-189.2427;0.13
0.3303012;Player1;pos;186.8539;0.1393963
0.3303012;Player2;pos;-189.2427;0.13
0.3464489;Player1;pos;186.8539;0.1393963
0.3464489;Player2;pos;-189.2427;0.13
0.3610557;Player1;pos;186.8539;0.1393963
0.3610557;Player2;pos;-189.2427;0.13
0.3752322;Player1;pos;186.8539;0.1393963
0.3752322;Player2;pos;-189.2427;0.13
0.3870453;Player1;pos;186.8539;0.1393963
0.3870453;Player2;pos;-189.2427;0.13
0.4013352;Player1;pos;186.8539;0.1393963
0.4013352;Player2;pos;-189.2427;0.13
0.4162233;Player1;pos;186.8539;0.1393963
0.4162233;Player2;pos;-189.2427;0.13
0.4269252;Player1;pos;186.8539;0.1393963
0.4269252;Player2;pos;-189.2427;0.13
0.4413272;Player1;pos;186.8539;0.1393963
0.4413272;Player2;pos;-189.2427;0.13
0.4566802;Player1;pos;186.8539;0.1393963
0.4566802;Player2;pos;-189.2427;0.13
0.4683243;Player1;pos;186.8539;0.1393963
0.4683243;Player2;pos;-189.2427;0.13
0.4831785;Player1;pos;186.8539;0.1393963
0.4831785;Player2;pos;-189.2427;0.13
