0;System;start;0;0
0;Player1;explorer;1.9;0
0;Player2;explorer;-1.9;0
0;Player1;pos;1.9;0
0;Player2;pos;-1.9;0
0.02;Player1;pos;1.9;0
0.02;Player2;pos;-1.9;0
0.3533334;Player1;pos;1.9;0
0.3533334;Player2;pos;-1.9;0
0.5039796;Player1;pos;1.9;0
0.5039796;Player2;pos;-1.9;0
0.5511754;Player1;pos;1.9;0
0.5511754;Player2;pos;-1.9;0
0.5737188;Player1;pos;1.9;0
0.5737188;Player2;pos;-1.9;0
0.5928908;Player1;pos;1.9;0
0.5928908;Player2;pos;-1.9;0
0.6106244;Player1;pos;1.9;0
0.6106244;Player2;pos;-1.9;0
0.628738;Player1;pos;1.9;0
0.628738;Player2;pos;-1.9;0
0.6455852;Player1;pos;1.9;0
0.6455852;Player2;pos;-1.9;0
0.6634215;Player1;pos;1.9;0
0.6634215;Player2;pos;-1.9;0
0.681223;Player1;pos;1.9;0
0.681223;Player2;pos;-1.9;0
0.6982979;Player1;pos;1.9;0
0.6982979;Player2;pos;-1.9;0
0.7108075;Player1;pos;1.9;0
0.7108075;Player2;pos;-1.9;0
0.7277055;Player1;pos;1.9;0
0.7277055;Player2;pos;-1.9;0
0.7440124;Player1;pos;1.9;0
0.7440124;Player2;pos;-1.9;0
0.7611881;Player1;pos;1.9;0
0.7611881;Player2;pos;-1.9;0
0.7783602;Player1;pos;1.9;0
0.7783602;Player2;pos;-1.9;0
0.7916343;Player1;pos;1.9;0
0.7916343;Player2;pos;-1.9;0
0.8095139;Player1;pos;1.9;0
0.8095139;Player2;pos;-1.9;0
0.8272095;Player1;pos;1.9;0
0.8272095;Player2;pos;-1.9;0
0.8448875;Player1;pos;1.9;0
0.8448875;Player2;pos;-1.9;0
0.8618525;Player1;pos;1.9;0
0.8618525;Player2;pos;-1.9;0
0.8789341;Player1;pos;1.9;0
0.8789341;Player2;pos;-1.9;0
0.8909136;Player1;pos;1.9;0
0.8909136;Player2;pos;-1.9;0
0.9072233;Player1;pos;1.9;0
0.9072233;Player2;pos;-1.9;0
0.9250576;Player1;pos;1.9;0
0.9250576;Player2;pos;-1.9;0
0.9421359;Player1;pos;1.9;0
0.9421359;Player2;pos;-1.9;0
0.9595063;Player1;pos;1.9;0
0.9595063;Player2;pos;-1.9;0
0.9717793;Player1;pos;1.9;0
0.9717793;Player2;pos;-1.9;0
0.9878501;Player1;pos;1.9;0
0.9878501;Player2;pos;-1.9;0
1.00399;Player1;pos;1.9;0
1.00399;Player2;pos;-1.9;0
1.021717;Player1;pos;1.9;0
1.021717;Player2;pos;-1.9;0
1.039909;Player1;pos;1.9;0
1.039909;Player2;pos;-1.9;0
1.05507;Player1;pos;1.9;0
1.05507;Player2;pos;-1.9;0
1.07546;Player1;pos;1.9;0
1.07546;Player2;pos;-1.9;0
1.092155;Player1;pos;1.9;0
1.092155;Player2;pos;-1.9;0
1.109507;Player1;pos;1.9;0
1.109507;Player2;pos;-1.9;0
1.12668;Player1;pos;1.9;0
1.12668;Player2;pos;-1.9;0
1.143626;Player1;pos;1.9;0
1.143626;Player2;pos;-1.9;0
1.160378;Player1;pos;1.9;0
1.160378;Player2;pos;-1.9;0
1.177351;Player1;pos;1.9;0
1.177351;Player2;pos;-1.9;0
1.190104;Player1;pos;1.9;0
1.190104;Player2;pos;-1.9;0
1.207233;Player1;pos;1.9;0
1.207233;Player2;pos;-1.9;0
1.223838;Player1;pos;1.9;0
1.223838;Player2;pos;-1.9;0
1.240156;Player1;pos;1.9;0
1.240156;Player2;pos;-1.9;0
1.258292;Player1;pos;1.9;0
1.258292;Player2;pos;-1.9;0
1.271393;Player1;pos;1.9;0
1.271393;Player2;pos;-1.9;0
1.288458;Player1;pos;1.9;0
1.288458;Player2;pos;-1.9;0
1.306545;Player1;pos;1.9;0
1.306545;Player2;pos;-1.9;0
1.323706;Player1;pos;1.9;0
1.323706;Player2;pos;-1.9;0
1.340671;Player1;pos;1.9;0
1.340671;Player2;pos;-1.9;0
1.356854;Player1;pos;1.9;0
1.356854;Player2;pos;-1.9;0
1.368798;Player1;pos;1.9;0
1.368798;Player2;pos;-1.9;0
1.384898;Player1;pos;1.9;0
1.384898;Player2;pos;-1.9;0
1.401204;Player1;pos;1.9;0
1.401204;Player2;pos;-1.9;0
1.417535;Player1;pos;1.9;0
1.417535;Player2;pos;-1.9;0
1.429679;Player1;pos;1.9;0
1.429679;Player2;pos;-1.9;0
1.449908;Player1;pos;1.9;0
1.449908;Player2;pos;-1.9;0
1.467011;Player1;pos;1.9;0
1.467011;Player2;pos;-1.9;0
1.48464;Player1;pos;1.9;0
1.48464;Player2;pos;-1.9;0
1.50173;Player1;pos;1.9;0
1.50173;Player2;pos;-1.9;0
1.518111;Player1;pos;1.9;0
1.518111;Player2;pos;-1.9;0
1.530557;Player1;pos;1.9;0
1.530557;Player2;pos;-1.9;0
1.547565;Player1;pos;1.9;0
1.547565;Player2;pos;-1.9;0
1.564492;Player1;pos;1.9;0
1.564492;Player2;pos;-1.9;0
1.581795;Player1;pos;1.9;0
1.581795;Player2;pos;-1.9;0
1.599184;Player1;pos;1.9;0
1.599184;Player2;pos;-1.9;0
1.612305;Player1;pos;1.9;0
1.612305;Player2;pos;-1.9;0
1.632968;Player1;pos;1.9;0
1.632968;Player2;pos;-1.9;0
1.651402;Player1;pos;1.9;0
1.651402;Player2;pos;-1.9;0
1.668721;Player1;pos;1.9;0
1.668721;Player2;pos;-1.9;0
1.686366;Player1;pos;1.9;0
1.686366;Player2;pos;-1.9;0
1.703268;Player1;pos;1.9;0
1.703268;Player2;pos;-1.9;0
1.719773;Player1;pos;1.9;0
1.719773;Player2;pos;-1.9;0
1.732525;Player1;pos;1.9;0
1.732525;Player2;pos;-1.9;0
1.749556;Player1;pos;1.9;0
1.749556;Player2;pos;-1.9;0
1.766648;Player1;pos;1.9;0
1.766648;Player2;pos;-1.9;0
1.783838;Player1;pos;1.9;0
1.783838;Player2;pos;-1.9;0
1.800821;Player1;pos;1.9;0
1.800821;Player2;pos;-1.9;0
1.817742;Player1;pos;1.9;0
1.817742;Player2;pos;-1.9;0
1.830369;Player1;pos;1.9;0
1.830369;Player2;pos;-1.9;0
1.847872;Player1;pos;1.9;0
1.847872;Player2;pos;-1.9;0
1.865513;Player1;pos;1.9;0
1.865513;Player2;pos;-1.9;0
1.882214;Player1;pos;1.9;0
1.882214;Player2;pos;-1.9;0
1.898994;Player1;pos;1.9;0
1.898994;Player2;pos;-1.9;0
1.911415;Player1;pos;1.9;0
1.911415;Player2;pos;-1.9;0
1.928177;Player1;pos;1.9;0
1.928177;Player2;pos;-1.9;0
1.94515;Player1;pos;1.9;0
1.94515;Player2;pos;-1.9;0
1.961826;Player1;pos;1.9;0
1.961826;Player2;pos;-1.9;0
1.978548;Player1;pos;1.9;0
1.978548;Player2;pos;-1.9;0
1.991238;Player1;pos;1.9;0
1.991238;Player2;pos;-1.9;0
2.008295;Player1;pos;1.9;0
2.008295;Player2;pos;-1.9;0
2.025029;Player1;pos;1.9;0
2.025029;Player2;pos;-1.9;0
2.041884;Player1;pos;1.9;0
2.041884;Player2;pos;-1.9;0
2.058695;Player1;pos;1.9;0
2.058695;Player2;pos;-1.9;0
2.071527;Player1;pos;1.9;0
2.071527;Player2;pos;-1.9;0
2.08854;Player1;pos;1.9;0
2.08854;Player2;pos;-1.9;0
2.105687;Player1;pos;1.9;0
2.105687;Player2;pos;-1.9;0
2.122487;Player1;pos;1.9;0
2.122487;Player2;pos;-1.9;0
2.140257;Player1;pos;1.9;0
2.140257;Player2;pos;-1.9;0
2.157076;Player1;pos;1.9;0
2.157076;Player2;pos;-1.9;0
2.169975;Player1;pos;1.9;0
2.169975;Player2;pos;-1.9;0
2.187263;Player1;pos;1.9;0
2.187263;Player2;pos;-1.9;0
2.204748;Player1;pos;1.9;0
2.204748;Player2;pos;-1.9;0
2.221575;Player1;pos;1.9;0
2.221575;Player2;pos;-1.9;0
2.238448;Player1;pos;1.9;0
2.238448;Player2;pos;-1.9;0
2.250943;Player1;pos;1.9;0
2.250943;Player2;pos;-1.9;0
2.267768;Player1;pos;1.9;0
2.267768;Player2;pos;-1.9;0
2.284275;Player1;pos;1.9;0
2.284275;Player2;pos;-1.9;0
2.301038;Player1;pos;1.9;0
2.301038;Player2;pos;-1.9;0
2.318736;Player1;pos;1.9;0
2.318736;Player2;pos;-1.9;0
2.332895;Player1;pos;1.9;0
