0;System;start;0;0
0;Player1;explorer;186.8539;0.1393963
0;Player2;explorer;-189.2427;0.13
0;Player1;pos;186.8539;0.1393963
0;Player2;pos;-189.2427;0.13
0.02;Player1;pos;186.8539;0.1393963
0.02;Player2;pos;-189.2427;0.13
0.2401588;Player1;pos;186.8539;0.1393963
0.2401588;Player2;pos;-189.2427;0.13
0.2976341;Player1;pos;186.8539;0.1393963
0.2976341;Player2;pos;-189.2427;0.13
0.3172041;Player1;pos;186.8539;0.1393963
0.3172041;Player2;pos;-189.2427;0.13
0.3324336;Player1;pos;186.8539;0.1393963
0.3324336;Player2;pos;-189.2427;0.13
0.3485799;Player1;pos;186.8539;0.1393963
0.3485799;Player2;pos;-189.2427;0.13
0.364327;Player1;pos;186.8539;0.1393963
0.364327;Player2;pos;-189.2427;0.13
0.3798042;Player1;pos;186.8539;0.1393963
0.3798042;Player2;pos;-189.2427;0.13
0.3924468;Player1;pos;186.8539;0.1393963
0.3924468;Player2;pos;-189.2427;0.13
0.4088545;Player1;pos;186.8539;0.1393963
0.4088545;Player2;pos;-189.2427;0.13
0.4243518;Player1;pos;186.8539;0.1393963
0.4243518;Player2;pos;-189.2427;0.13
0.4398402;Player1;pos;186.8539;0.1393963
0.4398402;Player2;pos;-189.2427;0.13
0.4523973;Player1;pos;186.8539;0.1393963
0.4523973;Player2;pos;-189.2427;0.13
0.4685902;Player1;pos;186.8539;0.1393963
0.4685902;Player2;pos;-189.2427;0.13
0.484565;Player1;pos;186.8539;0.1393963
0.484565;Player2;pos;-189.2427;0.13
0.500724;Player1;pos;186.8539;0.1393963
0.500724;Player2;pos;-189.2427;0.13
0.5166003;Player1;pos;186.8539;0.1393963
0.5166003;Player2;pos;-189.2427;0.13
0.5290619;Player1;pos;186.8539;0.1393963
0.5290619;Player2;pos;-189.2427;0.13
0.5445746;Player1;pos;186.8539;0.1393963
0.5445746;Player2;pos;-189.2427;0.13
0.560415;Player1;pos;186.8539;0.1393963
0.560415;Player2;pos;-189.2427;0.13
0.5773315;Player1;pos;186.8539;0.1393963
0.5773315;Player2;pos;-189.2427;0.13
0.5891527;Player1;pos;186.8539;0.1393963
0.5891527;Player2;pos;-189.2427;0.13
0.6049874;Player1;pos;186.8539;0.1393963
0.6049874;Player2;pos;-189.2427;0.13
0.6207305;Player1;pos;186.8539;0.1393963
0.6207305;Player2;pos;-189.2427;0.13
0.6368141;Player1;pos;186.8539;0.1393963
0.6368141;Player2;pos;-189.2427;0.13
0.6490072;Player1;pos;186.8539;0.1393963
0.6490072;Player2;pos;-189.2427;0.13
0.664759;Player1;pos;186.8539;0.1393963
0.664759;Player2;pos;-189.2427;0.13
